publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type	package_name	package_id	vendor_name	vendor_id	resource_type	package_content_type
Wohnen 6.0 : mehr Demokratie in der (institutionellen) Langzeitpflege									https://kda.de/wp-content/uploads/2021/11/KDA_Wohnen_6.0.pdf		1916318215		fulltext		Kuratorium Deutsche Altershilfe	monograph		2021						P					Book	EBook
Neunter Altersbericht : alt werden in Deutschland - Vielfalt der Potenziale und Ungleichheit der Teilhabechancen									https://www.bmfsfj.de/resource/blob/254238/0d174579dacc7e92f965d1205f56659d/neunter-altersbericht-bundestagsdrucksache-data.pdf		1916869211		fulltext		bmfsfj	monograph		2025						P					Book	EBook
Welche Tr‰ume bewegen Deutschland?									https://library.fes.de/pdf-files/a-p-b/21738.pdf		1916877621		fulltext		Friedrich-Ebert-Stiftung e.V.	monograph		2025			"Hagemeyer, Lennart"			P					Book	EBook
Wohlfahrtsstaat und Parteipolitik in Japan : soziale Sicherung unter Druck		978-3-9862864-4-6							https://collections.fes.de/publikationen/download/pdf/1572641		1916879357		fulltext		Friedrich-Ebert-Stiftung e.V.	monograph		2025			"Kondo, Masaki"			P					Book	EBook
The journal of artificial societies and social simulation : JASSS ; an inter-disciplinary journal for the exploration and understanding of social processes by means of computer simulation	1460-7425								http://jasss.soc.surrey.ac.uk/JASSS.html		320630617		fulltext		JASSS	serial								P					Journal	EJournal
Comparative migration studies : CMS	2214-8590	2214-594X							http://www.imiscoe.org/publications/library/6-journal-cms		82210203X		fulltext		Europ. Research Centre on Migration and Ethnic Relations	serial								P					Journal	EJournal
Socius : sociological research for a dynamic world		2378-0231							https://journals.sagepub.com/home/srd		846203901		fulltext		Sage Publishing	serial								P					Journal	EJournal
Sociological Science		2330-6696							https://www.sociologicalscience.com/		1760627909		fulltext		Society for Sociological Science	serial								P					Journal	EJournal
Lifelong motivation and foreign language learning : perspectives from later life	978-1-80041-952-0	978-1-80041-954-4							https://ebookcentral.proquest.com/lib/dza/detail.action?docID=31683411		1917259891		fulltext		Multilingual Matters	monograph		2025		1st ed.	"Darnault, BÈrÈnice"			P					Book	EBook
"Geschlecht und Gerechtigkeit : aktuelle Perspektiven auf die Entstehung, Reproduktion und Transformation geschlechtlicher Ungleichheiten"	978-3-658-46934-4	978-3-658-46935-1							https://ebookcentral.proquest.com/lib/dza/detail.action?docID=31907442		1919252622		fulltext		Springer VS	monograph		2025			"Weber, Lena"			P					Book	EBook
Aging Research--Methodological Issues	978-3-031-76468-4	978-3-031-76469-1							https://ebookcentral.proquest.com/lib/dza/detail.action?docID=31857799		1919692967		fulltext		Springer	monograph		2025		3rd ed.	"GarcÌa-PeÒa, Carmen"			P					Book	EBook
Rethinking the sociology of ageing : towards a sociology of later life	978-1-80220-211-3	978-1-80220-212-0							https://ebookcentral.proquest.com/lib/dza/detail.action?docID=31928648		1919693491		fulltext		Edward Elgar Publishing Limited	monograph		2025		1st ed.	"Higgs, Paul"			P					Book	EBook
"Sport, Lebensalter und Gesundheit : soziologische, leistungsbiographische, anthropometrische und medizinische Untersuchungen an Kraft-, Ausdauer- und Nichtsportlern im Seniorenalter"		3-937300-99-6							https://www.ksp.kit.edu/site/books/10.5445/KSP/1000004601/download/3800/		1644401878		fulltext		Universit‰tsverlag	monograph		2006			"Kenntner, Georg"			P					Book	EBook
"Mentale und physische Gesundheit im Alter : der Einfluss von Armut, Einkommensungleichheit und Vermˆgensungleichheit"	978-3-96665-012-0	978-3-96665-987-1							https://shop.budrich-academic.de/wp-content/uploads/2020/04/9783966659871.pdf		1698864523		fulltext		Budrich Academic Press	monograph		2020		1. Auflage	"Franzese, Fabio"			P					Book	EBook
Wohnen und Gesundheit im Alter	978-3-658-34385-9	978-3-658-34386-6							https://link.springer.com/content/pdf/10.1007/978-3-658-34386-6.pdf		1805332546		fulltext		Springer VS	monograph		2022			"Teti, Andrea"			P					Book	EBook
Altern als Zukunft  eine Studie der VolkswagenStiftung	978-3-662-63404-2	978-3-662-63405-9							https://link.springer.com/content/pdf/10.1007/978-3-662-63405-9.pdf		180692689X		fulltext		Springer	monograph		2022			"Lang, Frieder R."			P					Book	EBook
Engagement und Habitus im Alter : milieuspezifische Engagementt‰tigkeit im sozialen Nahraum		978-3-8394-6461-8							https://www.degruyter.com/document/doi/10.1515/9783839464618/html		1824422970		fulltext		transcript	monograph		2023			"Miesen, Vera"			P					Book	EBook
Les configurations familiales aux derniËres Ètapes de la vie	978-3-0343-3200-2	978-3-0343-3197-5							https://www.peterlang.com/free_download?document_id=1150635&product_form=ebook&publication_type=pdf		1839100834		fulltext		Peter Lang	monograph		2022			"Girardin, Myriam"			P					Book	EBook
"Zerrissene Zugehˆrigkeiten : Schweigen, Erinnern und Affekte in vietdeutschen Lebenswelten"	978-3-8376-7623-5	978-3-8394-7623-9							https://www.degruyter.com/document/doi/10.1515/9783839476239/pdf?licenseType=open-access		1920948074		fulltext		transcript	monograph		2025			"Willamowski, Edda"			P					Book	EBook
"Inklusion im kommunalen Raum : Sozialraumentwicklung im Kontext von Behinderung, Flucht und Demenz"	978-3-8376-5267-3|3-8376-5267-X	978-3-8394-5267-7							https://doi.org/10.14361/9783839452677		1744871574		fulltext		transcript	monograph		2020			"Trescher, Hendrik"			P					Book	EBook
Der asymptomatische Mensch : die Medikalisierung der Lebenswelt am Beispiel von Alzheimer und Demenz	978-3-8376-5578-0|3-8376-5578-4	978-3-8394-5578-4							https://doi.org/10.14361/9783839455784		1750944820		fulltext		transcript	monograph		2021			"Vogt, Hans"			P					Book	EBook
Mehrsprachige Pflegebed¸rftige in deutschen Pflegeheimen und das Projekt UnVergessen : Studierende an der Schnittstelle von Forschung und Gesellschaft	978-3-658-33867-1	978-3-658-33868-8							https://link.springer.com/content/pdf/10.1007/978-3-658-33868-8.pdf		1765211212		fulltext		Springer Fachmedien Wiesbaden	monograph		2021		1st ed. 2021.	"Karl, Katrin Bente"			P					Book	EBook
Adrenal Cortex : From Physiology to Disease		978-2-88919-919-8							https://directory.doabooks.org/handle/20.500.12854/40168		177860501X		fulltext		Frontiers Media SA	monograph		2016						P					Book	EBook
Demenz im Quartier : Ehrenamt und Sozialraumorientierung f¸r das Alter	978-3-8376-5795-1|3-8376-5795-7	978-3-8394-5795-5							https://doi.org/10.1515/9783839457955		1805155466		fulltext		transcript	monograph		2022			"Gronemeyer, Reimer"			P					Book	EBook
Alterung und Pflege als kommunale Aufgabe : deutsche und japanische Ans‰tze und Erfahrungen	978-3-658-36843-2	978-3-658-36844-9							https://link.springer.com/content/pdf/10.1007/978-3-658-36844-9.pdf		1817570684		fulltext		Springer Fachmedien Wiesbaden	monograph		2022			"Waldenberger, Franz"			P					Book	EBook
Social science perspectives on global public health	978-0-367-65211-1|978-0-367-65209-8	978-1-00-312837-3							https://doi.org/10.4324/9781003128373		182156930X		fulltext		"Routledge, Taylor & Francis Group"	monograph		2023			"Placa, Vincent"			P					Book	EBook
Freiheitseinschr‰nkende Maﬂnahmen bei Menschen mit Demenz in professionellen Sorgebeziehungen : Kritische Darstellung und ethisch-fachliche Reflexion	978-3-658-39760-9	978-3-658-39761-6							https://link.springer.com/content/pdf/10.1007/978-3-658-39761-6.pdf		1824516967		fulltext		Springer Fachmedien Wiesbaden	monograph		2023		1st ed.	"Ritzi, Sebastian"			P					Book	EBook
Randzonen des Willens : Anthropologische und ethische Probleme von Entscheidungen in Grenzsituationen		978-3-653-96868-2							https://www.peterlang.com/free_download?document_id=1067668&product_form=ebook&publication_type=pdf		1836396562		fulltext		Peter Lang International Academic Publishers	monograph		2016			"Moos, Thorsten"			P					Book	EBook
REMIND: Music  Movement  Mind : Ein Programm und ‹bungsmanual zur Gesundheitsfˆrderung im Alter und Vorbeugung von Demenz		978-3-8325-5504-7							https://library.oapen.org/bitstream/handle/20.500.12657/100272/external_content.pdf?sequence=1		1841148555		fulltext		Logos Verlag Berlin	monograph		2022			"Nicotra, Angela"			P					Book	EBook
Soziologie der K¸nstlichen Intelligenz : Perspektiven der Relationalen Soziologie und Netzwerkforschung	978-3-8376-7411-8	978-3-8394-7411-2							https://doi.org/10.14361/9783839474112		1902147227		fulltext		transcript	monograph		2024			"H‰uﬂling, Roger"			P					Book	EBook
Towards Sustainable Good Health and Well-being : The Role of Health Literacy	978-3-031-61809-3|978-3-031-61811-6|978-3-031-61812-3	978-3-031-61810-9							https://library.oapen.org/bitstream/handle/20.500.12657/93840/978-3-031-61810-9.pdf;jsessionid=1779790EA0B2F78C2D5289B820CE2F39?sequence=1		1903368723		fulltext		Springer Nature Switzerland	monograph		2025			"Hole, Torstein"			P					Book	EBook
A Nordic smart sustainable city : lessons from theory and practice		978-1-03-281211-3|978-1-03-281212-0							https://library.oapen.org/bitstream/handle/20.500.12657/100449/9781040334942.pdf?sequence=1		1920937706		fulltext		Routledge	monograph		2025			"Sageidet, Barbara Maria"			P					Book	EBook
"Color, Healthcare and Bioethics"		978-1-80511-482-6|978-1-80511-483-3|978-1-80511-484-0							https://library.oapen.org/bitstream/20.500.12657/100443/1/obp.0443.pdf		1920939970		fulltext			monograph		2025			"Have, Henk$cten"			P					Book	EBook
Validit‰t und Reliabilit‰t der ein- und zweistufigen Version des Effort-Reward Imbalance Modells in der 33. Welle des Sozio-oekonomischen Panels									https://www.diw.de/documents/publikationen/73/diw_01.c.935234.de/diw_sp1218.pdf		1916621643		fulltext		"German Socio-Economic Panel (SOEP), DIW Berlin"	monograph		2025			"M¸ller, Mandy"			P					Book	EBook
Zusammenhang von Gesundheit und Lebenserwartung bei Renten- und Pflegeversicherung st‰rker ber¸cksichtigen									https://www.diw.de/documents/publikationen/73/diw_01.c.935662.de/diw_aktuell_104.pdf		1916773540		fulltext		DIW Berlin - Deutsches Institut f¸r Wirtschaftsforschung	monograph		2025			"Geyer, Johannes"			P					Book	EBook
Social Isolation and Loneliness among Older People : Advocacy Brief		978-92-4-003074-9							https://ebookcentral.proquest.com/lib/kxp/detail.action?docID=30479761		1900673053		fulltext		World Health Organization	monograph		2021		1st ed.				P					Book	EBook
Ethics and Governance of Artificial Intelligence for Health : Large Multi-Modal Models. WHO Guidance		978-92-4-008475-9							https://ebookcentral.proquest.com/lib/kxp/detail.action?docID=31281719		1907988726		fulltext		World Health Organization	monograph		2024		1st ed.				P					Book	EBook
Eine Studie zeigt : Mit Videobotschaften erˆffnen sich kreative und innovative Wege des Umgangs mit herausforderndem Verhalten. Damit kˆnnen Zu- und Angehˆrige  auch aus der Distanz  positiv auf das Verhalten von Menschen mit Demenz einwirken									https://www.demenz-support.de/media/ap_2_2025_digitalisierung.pdf		1921789794		fulltext		Vincentz	monograph		2025			"Berner, Renate"			P					Book	EBook
Ganz nah sein aus der Ferne									https://www.demenz-support.de/media/aktivieren_2_2024_ganz_nah.pdf		1921795883		fulltext		demenz-support	monograph		2024			"Berner, Renate"			P					Book	EBook
Demenz und Berufst‰tigkeit : Neue Perspektiven f¸r Unternehmen und Behˆrden									https://www.demenz-support.de/media/demenz-und-berufstaetigkeit-data.pdf		1921814497		fulltext		bmfsfj	monograph		2024			"Kynast, Andrea"			P					Book	EBook
"‹ber die Distanz verbunden"" : Mit Videobotschaften herausforderndes Verhalten von Menschen mit Demenz meistern"""									https://www.demenz-support.de/media/forschungsbericht_mit_videobotschaften_herausforderndes_verhalten_meistern_berner_rutenkroeger_2024.pdf		1921822333		fulltext		Ministerium f¸r soziales und integration	monograph		2024			"Berner, Renate"			P					Book	EBook
Demenz und Migration  weltweit : Wo stehen wir?									https://www.demenz-support.de/media/dess_orientiert_2024_migration.pdf		1921824999		fulltext		DeSS	monograph		2024			"Radzey, Beate"			P					Book	EBook
"Dementia in refugees and migrants : epidemiology, public health implications and global responses"		978-92-4-010222-4							https://iris.who.int/bitstream/handle/10665/380657/9789240102224-eng.pdf?sequence=1		1921834307		fulltext		World Health Organization	monograph		2025						P					Book	EBook
Guidance on mental health policy and strategic action plans : Module 4. Country case scenarios		978-92-4-010685-7							https://iris.who.int/bitstream/handle/10665/380468/9789240106857-eng.pdf?sequence=1		1921883820		fulltext		World Health Organization	monograph		2025						P					Book	EBook
"Ageing Masculinities, Alzheimer's and Dementia Narratives"		978-1-350-23063-7|978-1-350-23060-6|978-1-350-23061-3							https://library.oapen.org/bitstream/id/de519864-29c8-4575-8338-3f2e1108ac22/9781350230606.pdf		1836502303		fulltext		Bloomsbury Academic	monograph		2022			"Hartung, Heike"			P					Book	EBook
Framing Ageing : Interdisciplinary Perspectives for Humanities and Social Sciences Research		978-1-350-34144-9|978-1-350-34142-5							https://library.oapen.org/bitstream/id/07a64ad9-b6ed-4f1e-8ea8-ff6989d062f5/9781350341425.pdf		1904876250		fulltext		Bloomsbury Academic	monograph		2024			"Langbein, Julia"			P					Book	EBook
LGBTQ+ and Healthcare in America	978-1-4408-8031-5	978-1-4408-8032-2							https://ebookcentral.proquest.com/lib/dza/detail.action?docID=31825730		1916414915		fulltext		Bloomsbury Academic & Professional	monograph		2025		1st ed.	"Devlin, R. K."			P					Book	EBook
Women's Narratives of Ageing and Care		978-3-11-104398-2							https://ebookcentral.proquest.com/lib/dza/detail.action?docID=31900885		1923165704		fulltext		Walter de Gruyter GmbH	monograph		2025		1st ed.	"Jeremiah, Emily"			P					Book	EBook
What Matters for Healthy Ageing	978-981-9604-61-6	978-981-9604-62-3							https://ebookcentral.proquest.com/lib/dza/detail.action?docID=31911833		1924772981		fulltext		Springer Nature Singapore	monograph		2025		1st ed. 2024.	"Byles, Julie"			P					Book	EBook
The Aging Criminal : Neurodegeneration Behind Bars	978-1-03-644266-8	978-1-03-644267-5							https://ebookcentral.proquest.com/lib/dza/detail.action?docID=31982349		1924776316		fulltext		Cambridge Scholars Publishing	monograph		2025		1st ed.	"Sfera, Adonis"			P					Book	EBook
DZA-Fact Sheet : Wohnentfernung zwischen 60- bis 90-j‰hrigen Menschen und ihren Kindern$dBefunde des Deutschen Alterssurveys (DEAS) 2002-2023									https://www.dza.de/fileadmin/dza/Dokumente/Fact_Sheets/Fact_Sheet_Wohnentfernung_final.pdf		1925304612		fulltext		Deutsches Zentrum f¸r Altersfragen	monograph		2025			"B¸nning, Mareike"			P					Book	EBook
DZA-Fact Sheet : Wenn Eltern Pflege brauchen$dBeteiligung und Unterst¸tzungsnetzwerke erwachsener Kinder									https://www.dza.de/fileadmin/dza/Dokumente/Fact_Sheets/DZA_Fact_Sheet_Elternpflege_fin.pdf		1925306151		fulltext		Deutsches Zentrum f¸r Altersfragen	monograph		2025			"Ehrlichmann, Ulrike"			P					Book	EBook
Wahrgenommene Altersdiskriminierung in der zweiten Lebensh‰lfte									https://doi.org/10.60922/2tdb-b513		1925311503		fulltext		Deutsches Zentrum f¸r Altersfragen	monograph		2025			"Spuling, Svenja M."			P					Book	EBook
"DZA-Fact Sheet : Fernsehen, Radio, B¸cher, Zeitungen, Internet: Welche Medien werden in der zweiten Lebensh‰lfte genutzt?"									https://doi.org/10.60922/3rk2-8588		1925327299		fulltext		Deutsches Zentrum f¸r Altersfragen	monograph		2025			"Klasen, Lisa"			P					Book	EBook
Zauber der Kultur : Zum Tod von Hans-Joachim von Kondratowitz / Enchantment of Culture: On the Death of Hans-Joachim von Kondratowitz									https://doi.org/10.60922/05ec-tg59		1925329755		fulltext		Deutsches Zentrum f¸r Altersfragen	monograph		2025			"Tesch-Rˆmer, Clemens"			P					Book	EBook
Care Schafft Community - Community Braucht Care	978-3-658-32553-4	978-3-658-32554-1							https://ebookcentral.proquest.com/lib/dza/detail.action?docID=7169098		1833372182		fulltext		Springer Fachmedien Wiesbaden GmbH	monograph		2023			"Sempach, Robert"			P					Book	EBook
Aushangpflichtige Gesetze 2025 : Arbeitnehmer rechtskonform informieren		978-3-8462-1619-4							https://www.reguvis.de/gesetze/aushangpflichtige-gesetze.html		1925730395		fulltext		Reguvis Fachmedien	monograph		2025		20. Auflage. - Stand: 1. April 2025				P					Book	EBook
"Praxishandbuch Inklusion in Bibliotheken : barrierefreier Zugang zu Information, Bildung und Kultur"	978-3-11-120563-2|3-11-120563-0	978-3-11-120742-1|978-3-11-120694-3							https://doi.org/10.1515/9783111206943		1911152971		fulltext		De Gruyter Saur	monograph		2025			"Felsmann, Christiane"			P					Book	EBook
The EU Care Strategy must be built on supporting all human rights									https://age-platform.eu/sites/default/files/AGE%20response%20-%20call%20for%20evidence%20on%20EU%20Care%20Strategy_with_Annex.pdf		1926213963		fulltext		AGE Platform Europe	monograph		2022						P					Book	EBook
Compendium : Reageren op Leeftijdsgebondenheid									https://saa-game.eu/wp-content/uploads/2023/03/SAA-Compendium-DE.pdf		1926222938		fulltext			monograph		2022			"Neumann, Marcel"			P					Book	EBook
Toolkit f¸r Treiner*innen									https://saa-game.eu/wp-content/uploads/2024/07/SAA-Trainer-Handbook-DE.pdf		1926227484		fulltext			monograph		2024			"atien, Edita"			P					Book	EBook
Empfehlungen f¸r Politischeentscheidungstr‰ger*innen									https://saa-game.eu/wp-content/uploads/2024/06/SAA-Recomendations-DE.pdf		1926232259		fulltext			monograph		2024						P					Book	EBook
Spielleitfaden									https://saa-game.eu/wp-content/uploads/2024/07/SAA-Game-Guide-DE_FINALv2.pdf		1926239717		fulltext			monograph		2024			"Bernitt, Jonas"			P					Book	EBook
"Guidance on mental health policy and strategic action plans : Module 1. Introduction, purpose and use of the guidance"		978-92-4-010679-6							https://iris.who.int/bitstream/handle/10665/380465/9789240106796-eng.pdf?sequence=1		1926337859		fulltext		World Health Organization	monograph		2025			"Funk, Michelle"			P					Book	EBook
"Guidance on mental health policy and strategic action plans : Module 2. Key reform areas, directives, strategies, and actions for mental health policy and strategic action plans"		978-92-4-010681-9							https://iris.who.int/bitstream/handle/10665/380466/9789240106819-eng.pdf?sequence=1		1926340981		fulltext		World Health Organization	monograph		2025			"Funk, Michelle"			P					Book	EBook
"Guidance on mental health policy and strategic action plans: Module 3. Process for developing, implementing, and evaluating mental health policy and strategic action plans"		978-92-4-010683-3							https://iris.who.int/bitstream/handle/10665/380467/9789240106833-eng.pdf?sequence=1		1926343263		fulltext		World Health Organization	monograph		2025			"Funk, Michelle"			P					Book	EBook
"Guidance on mental health policy and strategic action plans : Module 5. Comprehensive directory of policy areas, directives, strategies and actions for mental health"		978-92-4-010687-1							https://iris.who.int/bitstream/handle/10665/380469/9789240106871-eng.pdf?sequence=1		1926343905		fulltext		World Health Organization	monograph		2025			"Funk, Michelle"			P					Book	EBook
City leadership for age-friendly communities in the post-pandemic era : five lessons for building health emergency resilience from 16 European cities									https://iris.who.int/bitstream/handle/10665/377878/WHO-EURO-2024-8409-48181-74811-eng.pdf?sequence=1		1926346130		fulltext		World Health Organization	monograph		2024						P					Book	EBook
Healthy ageing for us all : What older people say about their right to health									https://www.helpage.org/silo/files/healthy-ageing-report.pdf		192635415X		fulltext		Published by HelpAge International	monograph		2023						P					Book	EBook
Weniger Umverteilung : warum der Sozialstaat schlechter vor Armut sch¸tzt									https://www.wsi.de/fpdf/HBS-009058/p_wsi_report_99_2025.pdf		1920167714		fulltext		Wirtschafts- und Sozialwissenschaftliches Institut (WSI) in der Hans-Bˆckler-Stiftung	monograph		2025			"Spannagel, Dorothee"			P					Book	EBook
WSI-Mindestlohnbericht 2025 : Neuorientierung der Mindestlohnpolitik f¸hrt zu realer Aufwertung									https://www.wsi.de/fpdf/HBS-009066/p_wsi_report_100_2025.pdf		1920168249		fulltext		Wirtschafts- und Sozialwissenschaftliches Institut (WSI) in der Hans-Bˆckler-Stiftung	monograph		2025			"L¸bker, Malte"			P					Book	EBook
Stand der Gleichstellung von Frauen und M‰nnern in Deutschland in ausgew‰hlten Branchen									https://www.wsi.de/fpdf/HBS-009090/p_wsi_report_102_2025.pdf		1921320540		fulltext		Wirtschafts- und Sozialwissenschaftliches Institut (WSI) in der Hans-Bˆckler-Stiftung	monograph		2025			"Pfahl, Svenja"			P					Book	EBook
Personalengp‰sse : was tun Betriebe gegen den Fachkr‰ftemangel?									https://www.wsi.de/fpdf/HBS-009115/p_wsi_report_103_2025.pdf		192604844X		fulltext		Wirtschafts- und Sozialwissenschaftliches Institut (WSI) in der Hans-Bˆckler-Stiftung	monograph		2025			"Ahlers, Elke"			P					Book	EBook
The Routledge Handbook of Contemporary Inequalities and the Life Course	978-1-138-60150-5|978-1-03-216351-2	978-0-429-47005-9|978-0-429-89257-8							https://doi.org/10.4324/9780429470059		178540332X		fulltext		"Routledge, Taylor & Francis Group"	monograph		2022			"Nico, Magda"			P					Book	EBook
Aging in the Context of Urbanization : Social Determinants for the Depression of the Chinese Older Population	978-1-03-216482-3	978-1-00-324876-7|1-00-324876-4|978-1-00-051415-5|1-00-051415-3|978-1-00-051417-9|1-00-051417-X							https://www.taylorfrancis.com/books/9781003248767		1786883937		fulltext		"Routledge,"	monograph		2022			"Yang, Fan"			P					Book	EBook
"Age and Work : Advances in Theory, Methods, and Practice"	978-0-367-54554-3|978-0-367-54553-6	978-1-00-308967-4|978-1-00-054262-2|978-1-00-054259-2							https://doi.org/10.4324/9781003089674		1787857662		fulltext		Routledge	monograph		2022			"Zacher, Hannes"			P					Book	EBook
The New Sociology of Ageing	978-0-367-46537-7|978-0-367-46538-4	978-1-00-302937-3|1-00-302937-X|978-1-00-048012-2|1-00-048012-7|978-1-00-048015-3|1-00-048015-1							https://doi.org/10.4324/9781003029373		1793697477		fulltext		"Routledge, Taylor & Francis Group"	monograph		2022			"Slattery, Martin"			P					Book	EBook
"COVID-19, Older Adults, and the Ageing Society"	1-03-212818-6|978-1-03-212818-4|978-1-03-226172-0	978-1-00-058269-7|1-00-058269-8|978-1-00-328693-6|1-00-328693-3|978-1-00-058274-1|1-00-058274-4							https://www.taylorfrancis.com/books/9781003286936		1804083054		fulltext		Routledge Taylor & Francis Group	monograph		2022			"Chatterjee, Suhita Chopra"			P					Book	EBook
Design for People Living with Dementia	0-367-55475-5|978-0-367-55475-0	978-1-00-056863-9|1-00-056863-6|978-1-00-309546-0|1-00-309546-1|978-1-00-056865-3|1-00-056865-2							https://www.taylorfrancis.com/books/9781003095460		1804087661		fulltext		Taylor & Francis Group	monograph		2022			"Rodgers, Paul A."			P					Book	EBook
Shaping Ageing : Social Transformations and Enduring Meanings	978-0-367-49595-4|978-0-367-49596-1	978-1-00-304679-0|1-00-304679-7|978-1-00-056830-1|1-00-056830-X|978-1-00-056831-8|1-00-056831-8							https://www.taylorfrancis.com/books/9781003046790		1804088080		fulltext		"Routledge,"	monograph		2022			"Teodorescu, Adriana"			P					Book	EBook
Ageing and the visitor economy : global challenges and opportunities	978-0-367-47854-4|978-1-03-207290-6	978-1-00-303935-8|1-00-303935-9|978-1-00-043730-0|1-00-043730-2|978-1-00-043731-7|1-00-043731-0							https://doi.org/10.4324/9781003039358		180408817X		fulltext		"Routledge, Taylor & Francis Group"	monograph		2022			"Page, Stephen J."			P					Book	EBook
Intergenerational Challenges and Climate Justice : Setting the Scope of our Obligations	978-1-03-219377-9|978-1-03-219379-3	978-1-00-325890-2|1-00-325890-5|978-1-00-058948-1|1-00-058948-X|978-1-00-058945-0|1-00-058945-5							https://www.taylorfrancis.com/books/9781003258902		1807258254		fulltext		"Routledge, Taylor & Francis Group"	monograph		2022			"Luzzatto, Livia Ester"			P					Book	EBook
The Japanese Economy : Strategies to Cope with a Shrinking and Ageing Population	978-0-367-55661-7|978-1-03-221172-5	978-1-00-056606-2|1-00-056606-4|978-1-00-309455-5|1-00-309455-4|978-1-00-056608-6|1-00-056608-0							https://www.taylorfrancis.com/books/9781003094555		1807259587		fulltext		"Routledge, Taylor & Francis Group"	monograph		2022			"Jones, Randall Sidney"			P					Book	EBook
Safeguarding Social Security for Future Generations : Leaving a Legacy in an Aging Society	978-1-03-238635-5|1-03-238635-5|978-1-03-238634-8|1-03-238634-7	978-1-00-084334-7|1-00-084334-3|978-1-00-334598-5|1-00-334598-0|978-1-00-084331-6|1-00-084331-9							http://dx.doi.org/10.4324/9781003345985		1838208399		fulltext		"Routledge,"	monograph		2023			"Achenbaum, W. Andrew"			P					Book	EBook
Routledge Handbook of Academic Knowledge Circulation	978-1-03-226951-1|978-1-03-226952-8	978-1-00-329065-0							http://dx.doi.org/10.4324/9781003290650		1853222445		fulltext		Taylor & Francis Group	monograph		2023			"Keim, Wiebke"			P					Book	EBook
A Critical History of Dementia Studies	978-1-03-226877-4|978-1-03-226882-8	978-1-00-329035-3|1-00-329035-3|978-1-00-093756-5|1-00-093756-9|978-1-00-093763-3|1-00-093763-1							https://doi.org/10.4324/9781003290353		1860849970		fulltext		"Routledge,"	monograph		2024			"Fletcher, James Rupert"			P					Book	EBook
Quality Learning for Positive Ageing : Voices of Older Learners	978-1-03-221664-5|978-1-03-221665-2	978-1-00-326989-2|1-00-326989-3|978-1-00-385864-5|1-00-385864-3|978-1-00-385867-6|1-00-385867-8							https://doi.org/10.4324/9781003269892		1883143926		fulltext		Taylor & Francis Group	monograph		2024		1st ed.	"Potter, Alan"			P					Book	EBook
Preparing Healthcare Workers for an AI-Driven Workplace	1-03-259390-3|978-1-03-259390-6|1-03-200807-5|978-1-03-200807-3	978-1-04-008644-5|1-04-008644-6|978-1-00-317584-1|1-00-317584-8|978-1-04-008645-2|1-04-008645-4							https://doi.org/10.1201/9781003175841		1902159888		fulltext		CRC Press	monograph		2024		First edition	"Hopper, Anthony Matthew"			P					Book	EBook
Immigration and Quality of Life in Ageing Societies : How Attractive for Migrants are Japan and Germany?	978-1-03-254539-4|978-1-03-253789-4	978-1-00-342535-9							https://doi.org/10.4324/9781003425359		190223653X		fulltext		"Routledge, Taylor & Francis Group"	monograph		2025			"Wang, Zi"			P					Book	EBook
Care of Older Persons : Emerging International Perspectives		1-03-234566-7|978-1-03-234566-6|1-03-286639-X|978-1-03-286639-0|978-1-00-352843-2|1-00-352843-0|978-1-04-014932-4|1-04-014932-4|978-1-04-014929-4|1-04-014929-4							https://www.taylorfrancis.com/books/9781003528432		1912396777		fulltext		Routledge	monograph		2024			"Shankardass, Mala Kapur"			P					Book	EBook
China's Aging Population : Development and Policy Options	978-1-03-276889-2|978-1-03-276890-8	978-1-00-348028-0|1-00-348028-4|978-1-04-010266-4|1-04-010266-2|978-1-04-010263-3|1-04-010263-8							https://www.taylorfrancis.com/books/9781003480280		1924087235		fulltext		"Routledge,"	monograph		2024			"Nolan, Peter"			P					Book	EBook
Social Gerontology : New Directions	1-03-271017-9|978-1-03-271017-4	978-1-04-000748-8|1-04-000748-1|978-1-03-271023-5|1-03-271023-3|978-1-04-000760-0|1-04-000760-0							https://www.taylorfrancis.com/books/9781032710235		1927559944		fulltext		Taylor & Francis Group	monograph		2024			"Di Gregorio, Silvana"			P					Book	EBook
Ageing and families : A support networks perspective		1-00-341071-5|978-1-00-341071-3|978-1-00-092020-8|1-00-092020-8|978-1-00-092030-7|1-00-092030-5							https://www.taylorfrancis.com/books/9781003410713		1927559952		fulltext		Taylor & Francis Group	monograph		2023			"Kendig, Hal L."			P					Book	EBook
Sociological Theory and Medical Sociology	1-03-225528-5|978-1-03-225528-6	978-1-00-057759-4|1-00-057759-7|978-1-00-057756-3|1-00-057756-2|978-1-00-328385-0|1-00-328385-3							https://www.taylorfrancis.com/books/9781003283850		1927559960		fulltext		"Routledge,"	monograph		2022			"Scambler, Graham"			P					Book	EBook
